br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.Queue::<init>,2,21
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.Queue::enqueue,4,16
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.Queue::<init>,2,21
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.IntQueueTest::setUp,3,5
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.Queue::<init>,2,21
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.Queue::enqueue,4,16
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.IntQueueTest::setUp,5,5
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.Queue::isEmpty,3,3
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.Queue::dequeue,4,16
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.Queue::isEmpty,0,7
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.Queue::next,0,10
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.Queue::dequeue,5,5
br.ufmg.aserg.victorveloso.queue.IntQueueTest::testDequeueAndEnqueue,br.ufmg.aserg.victorveloso.queue.Queue::isFull,0,8
